"state","county","inperson","total_votes","inperson_pct","pre_covid_cases","post_covid_cases","pre_week_diff","num_prec_pc","pop_2018","med_age","medIncome_2018","pctPovty_2018","unplmtRate_2018","noins_u65_2018","pctUrban_2010","pct_vet","avg_householdsize","pct_snap","pctno_hs","pctcollege","popDens","pct_black","pct_hisp","pct_asian","pct65plus","pct4064","pct1840","pctTrump_2016","inperson_1000","turnout","pre_election_rate","post_election_rate","state_pre_rate","state_post_rate","state_inperson_rate"
"Georgia","Fannin",4613,8057,0.57254561251086,68,94,-6,46.2178400862733,25964,48.3,43439,16.8,3.9,192,0,0.0885456786319519,2.31,0.121899553227546,13.3,21.3,61.2,0.0071252503466338,0.0253042674472346,0.00666307194577107,0.200161762440302,0.340240332768449,0.195886612232322,0.817919075145,4.613,0.177669080264982,261.901093822215,362.039747342474,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Fayette",10159,28925,0.351218668971478,148,534,-12,31.7295234401854,113459,42.4,95021,5,3.5,108,81.8,0.0842154434641589,2.78,0.0512255528428772,5.2,46.5,548.4,0.236658176081228,0.0741236922588777,0.0533672956750897,0.119382331943698,0.35880802756943,0.231528569791731,0.580157981022,10.159,0.0895389523969011,130.443596365207,470.654597696084,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Floyd",10420,18930,0.550449022715267,614,660,-48,25.5292207460659,97927,37.6,44906,20.7,4.3,172,63.2,0.0577266739510043,2.58,0.174037803670081,19,20.4,188.9,0.144301367345063,0.112931060892297,0.0165531467317492,0.139920553065038,0.30545202038253,0.264278493163275,0.70204379562,10.42,0.106405792069603,626.99766152338,673.971427696141,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Forsyth",13583,44354,0.306240699824142,377,1044,79,8.45265666999138,236612,36.9,105921,5,3.1,107,90.1,0.0415828444880226,2.94,0.0232912954541612,7.2,51.7,783.5,0.0379355231349213,0.0969223877064561,0.145039135800382,0.0660913225026626,0.361046777002012,0.249442124659781,0.717276034281,13.583,0.0574062177742464,159.332578229337,441.22867817355,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Franklin",2680,4707,0.569364775865732,137,143,15,30.4043782304652,23023,40.9,42904,16.4,3.8,192,11.1,0.0627198888068453,2.51,0.154063327976371,20,13.5,84.5,0.0928202232550059,0.0462580897363506,0.0122486209442731,0.161968466316292,0.316075229118707,0.247839117404335,0.832428605145,2.68,0.116405333796638,595.057116796247,621.11801242236,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Fulton",62680,209674,0.298940259641157,2030,4308,54,36.1865473653337,1050114,34.2,70808,13.5,4,137,98.9,0.0492479864090946,2.36,0.139283925364294,7.9,51.4,1748.1,0.436137409843122,0.0726902031588951,0.0747185543664783,0.0794428033527788,0.317608373947971,0.32237833225726,0.271069054186,62.68,0.0596887576015556,193.312345135861,410.241173815414,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Gilmer",4901,8389,0.584217427583741,102,101,-8,42.1858774662513,30816,43.4,47757,17.4,4.2,247,12.4,0.0902777777777778,2.48,0.143042575285566,18.1,20,66.3,0.00632788161993769,0.119061526479751,0.0072365005192108,0.162740134994808,0.344139408099688,0.213460539979232,0.823173129867,4.901,0.159040758047767,330.996884735203,327.751817237799,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Glascock",446,705,0.632624113475177,10,6,-6,133.55592654424,2995,39.3,42820,17.5,4.2,146,0,0.0604340567612688,2.58,0.153255425709516,22.6,9,21.4,0.0888146911519199,0.0193656093489149,0.00200333889816361,0.155258764607679,0.353255425709516,0.246744574290484,0.888489208633,0.446,0.148914858096828,333.889816360601,200.333889816361,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Glynn",7061,17289,0.40840997165828,173,232,11,23.4689447189007,85219,39.4,53906,16.6,3.7,176,79.4,0.0915992912378695,2.46,0.157617432732137,12.1,29.6,189.7,0.262277191706075,0.0684471772726739,0.0160527581877281,0.140532040976777,0.319236320538847,0.251622290803694,0.631062542228,7.061,0.082857109330079,203.006371818491,272.239758739248,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Gordon",8112,12165,0.666831072749692,420,427,-90,20.8026350004334,57685,36,49101,16.8,3.8,206,48.4,0.0572245817803588,2.77,0.144769004073849,22.3,14.4,155.1,0.038623558984138,0.162537921470053,0.0123602322960908,0.11134610383982,0.330744560977724,0.26958481407645,0.804827586207,8.112,0.14062581260293,728.092225015169,740.227095432088,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Grady",2706,4932,0.548661800486618,40,50,8,52.5294973331178,24748,37.8,41002,20,3.9,208,37.6,0.0664296104735736,2.63,0.198036204945854,19.7,14.1,55,0.283214805236787,0.117100371747212,0.00658639081946016,0.14288023274608,0.314974947470503,0.246403749797963,0.658212691847,2.706,0.109342169064167,161.629222563439,202.036528204299,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Greene",1458,4284,0.340336134453782,33,56,1,28.2517798621313,17698,46.4,54016,19.3,4.2,197,17.3,0.08046106904735,2.43,0.149338908351226,16.8,25.8,41.3,0.333314498813425,0.0620409085772404,0.0103401514295401,0.189738953554074,0.313086224432139,0.203356311447621,0.621447174725,1.458,0.0823821900779749,186.461747090067,316.419934455871,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Gwinnett",73505,197082,0.372966582437767,1712,3820,202,16.8143128604703,927781,33.7,72008,9.2,3.5,181,99.5,0.0447681079910022,2.98,0.0758099163487935,12.3,36.1,1871.2,0.275519761667894,0.214783445662285,0.123654181320807,0.0593944044984754,0.335323745582201,0.291992399068315,0.452142585921,73.505,0.0792266709492865,184.526305237982,411.735096967927,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Habersham",3228,7490,0.430974632843792,83,300,-1,15.4225786551511,45388,38.6,51829,14.9,3.7,200,41.2,0.0604124438177492,2.63,0.10798008284128,21.8,18.7,155.5,0.0379836080021151,0.151097206310038,0.0236185775976029,0.145390852207632,0.298426896977175,0.239512646514497,0.81746031746,3.228,0.0711201198554684,182.867718339649,660.967656649335,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Hall",15437,36962,0.41764514907202,590,1057,-8,15.3352988899222,202148,34.5,61631,13.2,3.2,209,79.4,0.0601094247778855,2.91,0.0886677088074084,21.6,24,457.5,0.0732186318934642,0.289832202148921,0.0209252626788294,0.0989868808991432,0.312162376080891,0.277514494330886,0.736899890209,15.437,0.0763648416012031,291.865365969488,522.884223440252,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Hancock",911,2385,0.381970649895178,4,52,-4,119.789171058936,8348,43,31716,30.7,6,137,38.4,0.0711547676090081,2.38,0.227120268327743,28.5,8.8,20,0.708433157642549,0.0239578342117873,0.0100622903689506,0.175850503114518,0.287374221370388,0.187350263536176,0.235442329227,0.911,0.109127934834691,47.9156684235745,622.903689506469,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Haralson",4751,7238,0.656396794694667,147,207,1,40.6325127823113,29533,38.5,47662,15.9,3.9,157,22.6,0.0543121254190228,2.64,0.205397352114584,19.3,14,102,0.0463887854264721,0.0182846307520401,0.00816036298378085,0.13666068465784,0.329766701655775,0.265127145904581,0.846425731201,4.751,0.160870890190634,497.748281583314,700.91084549487,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Harris",6992,11208,0.62384011420414,24,73,-8,34.8078317621465,34475,42,74686,8.7,3.4,119,3.3,0.0891370558375635,2.67,0.0681943437273387,9.2,29.9,69,0.164060913705584,0.0379985496736766,0.0114285714285714,0.122929659173314,0.360551124002901,0.232429296591733,0.727855051245,6.992,0.20281363306744,69.615663524293,211.747643219724,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Hart",2945,5530,0.53254972875226,39,127,9,26.820950994291,26099,42.6,47171,15,3.6,178,25.5,0.0609985056898732,2.43,0.168243994022759,19.6,15.1,108.5,0.188896126288364,0.0385838537875014,0.0107666960419939,0.173454921644507,0.323115828192651,0.230162075175294,0.722933412722,2.945,0.11283957239741,149.431012682478,486.608682324993,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Heard",1848,2832,0.652542372881356,38,52,4,50.5093021298089,11879,39.1,46218,17.1,3.9,149,0,0.0608637090664197,2.66,0.200016836434043,20.7,9.8,40,0.096472767067935,0.0282010270224766,0.00538765889384628,0.131745096388585,0.336391952184527,0.257344894351376,0.801236329054,1.848,0.155568650559811,319.892246822123,437.747285125011,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Henry",16760,46062,0.363857409578394,551,1003,55,16.0715837025454,230220,35.3,72970,7.5,4.1,137,86.1,0.0771045087307793,2.89,0.12275649378855,9.6,28.3,633.1,0.45253670402224,0.0716401702719138,0.0343671270958214,0.0740509078272956,0.345834419251151,0.281083311614977,0.465548721401,16.76,0.0727999305012597,239.336287029798,435.670228477109,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Houston",18513,38837,0.476684604887092,320,487,-20,10.2914407373817,155469,34.5,60728,12.1,4,120,90,0.12698994654883,2.61,0.139532639947514,9.1,27.3,372.5,0.316834867401218,0.0672095401655635,0.0319870842418746,0.0937228643652432,0.311174574995658,0.300735194797677,0.593545895666,18.513,0.119078401481967,205.828814747635,313.245727444056,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Irwin",895,1522,0.588042049934297,15,42,3,31.9216854649926,9398,38.8,38156,24.3,5.6,149,35.3,0.0621408810385188,2.54,0.197914449882954,18.4,14.3,26.9,0.276335390508619,0.0406469461587572,0.00829963822089806,0.158012343051713,0.2870823579485,0.228984890402213,0.74091281771,0.895,0.0952330283038944,159.608427324963,446.903596509896,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Jackson",6178,13486,0.458104701171585,224,447,42,5.68004316832808,70422,37.1,68984,8.7,3,155,40,0.0565306296327852,2.8,0.0930675073130556,16.3,21,178.1,0.0694811280565732,0.0813808184942206,0.0204339552980603,0.102198176706143,0.323663059839255,0.275368492800545,0.80400635695,6.178,0.0877282667348272,318.082417426372,634.744824060663,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Jasper",1877,3383,0.554832988471771,15,76,5,21.3675213675214,14040,39,51241,15.4,3.5,195,18.2,0.0678774928774929,2.74,0.182621082621083,21.4,10.8,37.8,0.196082621082621,0.0402421652421652,0.00277777777777778,0.125641025641026,0.339173789173789,0.243304843304843,0.723570478723,1.877,0.133689458689459,106.837606837607,541.310541310541,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Jeff Davis",1684,2498,0.674139311449159,53,33,13,59.8842238339211,15029,36,37211,20.6,4.9,196,30.5,0.0500365959145652,2.63,0.209328631312795,22.3,10,45.6,0.145651739969393,0.122163816621199,0.00691995475414199,0.12469226162752,0.308403752744694,0.260496373677557,0.806052269601,1.684,0.112050036595915,352.651540355313,219.575487391044,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Jefferson",2181,3907,0.558228820066547,27,49,-11,51.8470511989631,15430,38.8,38274,22.3,5.3,182,19.3,0.0696694750486066,2.63,0.264160725858717,24.9,11,32.2,0.524173687621517,0.0377835385612443,0.00635126377187297,0.161892417368762,0.309786130913804,0.248930654569021,0.440871070089,2.181,0.141348023331173,174.9837977965,317.563188593649,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Jenkins",890,1646,0.540704738760632,15,5,3,57.5837844063112,8683,38.2,31419,31.8,5.4,175,33.9,0.0528619140849937,2.59,0.246458597259012,20.7,9.3,24,0.418634112633882,0.0562017735805597,0.00598871357825636,0.144650466428654,0.274213981342854,0.222388575377174,0.623599208965,0.89,0.102499136243234,172.751353218934,57.5837844063112,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Johnson",989,1746,0.566437571592211,13,18,-7,41.2031314379893,9708,40.4,34849,30,4,159,34.6,0.0507828594973218,2.46,0.185414091470952,22.8,10.4,32.9,0.337453646477132,0.0259579728059332,0.00432632880098887,0.143077873918418,0.267923362175525,0.200350226617223,0.684139054861,0.989,0.101874742480429,133.910177173465,185.414091470952,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Jones",3918,6897,0.568073075250109,34,61,-4,34.9454850433324,28616,38.7,55737,14.5,3.7,140,32.3,0.076111266424378,2.68,0.12856443947442,12.6,20.1,72.8,0.249091417388873,0.0177872518870562,0.00629018730779983,0.12531450936539,0.336315348057031,0.25304025719877,0.663046949856,3.918,0.136916410399776,118.81464914733,213.167458764328,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Lamar",2266,4023,0.563261247825006,40,116,12,31.5789473684211,19000,37.7,48323,17.3,4.6,152,39.1,0.0663157894736842,2.55,0.197684210526316,13.3,17.1,99.8,0.303105263157895,0.0247894736842105,0.00768421052631579,0.130894736842105,0.305,0.259894736842105,0.684224422442,2.266,0.119263157894737,210.526315789474,610.526315789474,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Lanier",698,1256,0.555732484076433,10,20,-2,9.67117988394584,10340,33.4,41564,20.3,4.4,157,28.9,0.0793036750483559,2.72,0.195744680851064,20.6,16.4,54.4,0.216537717601547,0.0579303675048356,0.0125725338491296,0.106769825918762,0.309864603481625,0.288297872340426,0.693463823838,0.698,0.067504835589942,96.7117988394584,193.423597678917,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Laurens",7612,12736,0.597675879396985,184,135,16,33.8087691494981,47325,38,42114,24.6,4.8,158,43.4,0.0766613840464871,2.54,0.259313259376651,14.9,15.6,60,0.369931325937665,0.0273851030110935,0.0114315900686741,0.145462229265716,0.307871104067618,0.255319598520866,0.63764911559,7.612,0.160845219228737,388.800845219229,285.261489698891,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Lee",4017,6500,0.618,27,90,-5,33.5976347265153,29764,36,66090,12.4,3.6,117,63.8,0.0750235183443086,2.83,0.140438113156834,9.4,25.6,79.5,0.217578282488913,0.0296331138287865,0.0285243918828114,0.0790888321462169,0.321865340680016,0.268075527482865,0.754359846874,4.017,0.134961698696412,90.7136137615912,302.378712538637,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Liberty",3478,9183,0.378743330066427,108,115,14,21.139242564678,61497,27.9,47685,16.1,4.3,131,76.8,0.240044229799828,2.75,0.157877620046506,9.1,18.3,129.6,0.42148397482804,0.127550937444103,0.0218384636648942,0.0645722555571817,0.228466429256712,0.368700912239621,0.380860589479,3.478,0.056555604338423,175.618322845017,187.000991918305,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Lincoln",1185,2265,0.52317880794702,17,35,-3,88.4396715097915,7915,45,46967,17.2,5,168,0,0.0764371446620341,2.42,0.177132027795325,17.6,13.5,38,0.289829437776374,0.0195830701200253,0.00467466835123184,0.176373973468099,0.337334175615919,0.225900189513582,0.672926829268,1.185,0.14971572962729,214.782059380922,442.198357548958,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Long",1554,2358,0.659033078880407,12,22,0,36.8459837877671,18998,30.6,46428,16.8,4,178,18.7,0.122802400252658,2.81,0.157700810611643,14.8,15.5,36.1,0.256869144120434,0.11238025055269,0.0132119170438994,0.0555321612801348,0.300031582271818,0.317507106011159,0.638354830859,1.554,0.081798084008843,63.1645436361722,115.801663332982,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Lowndes",8864,18294,0.484530447141139,419,605,9,11.1759699452377,116321,29.9,41820,25.9,4.1,175,72.8,0.0914452248519184,2.59,0.180199620017022,14.9,25.6,220.2,0.363734837217699,0.0593959818089597,0.0207615133982686,0.0919266512495594,0.250358920573241,0.337866765244453,0.57881726564,8.864,0.0762029212266057,360.21010823497,520.112447451449,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Lumpkin",2398,5713,0.419744442499562,57,121,-9,3.03444090426339,32955,36.1,55583,14.9,3.6,189,16.1,0.0739189804278562,2.56,0.10541647701411,16.3,26.2,105.9,0.0152935821574875,0.050311030192687,0.00752541344257321,0.115126687907753,0.29585798816568,0.27200728265817,0.780022719896,2.398,0.0727658928842361,172.963131543013,367.16734941587,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Macon",1050,1897,0.553505535055351,11,28,-1,38.0430647492962,13143,38.2,32868,30.5,6.2,196,46.8,0.0596515255268964,2.56,0.210606406452104,27.2,8.6,36.8,0.598265236247432,0.044434299627178,0.0149128813817241,0.139009358593928,0.279236095259834,0.218823708437952,0.359225565664,1.05,0.079890435973522,83.6947424484516,213.041162596059,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Madison",4329,7279,0.59472455007556,65,153,19,40.4721753794266,29650,39.4,51338,16.1,3.5,187,8.1,0.0622934232715008,2.66,0.14026981450253,16.7,18,99.6,0.089814502529511,0.0577065767284992,0.0196290050590219,0.126610455311973,0.336526138279933,0.258279932546374,0.769778149853,4.329,0.146003372681282,219.224283305228,516.02023608769,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Marion",991,1763,0.562110039705048,6,9,4,59.8730690935217,8351,40.8,39114,22.8,5.1,166,0,0.0996287869716202,2.53,0.241887199137828,23.1,13.1,23.9,0.305831636929709,0.071727936774039,0.00862172194946713,0.145491557897258,0.355047299724584,0.226200455035325,0.603518693057,0.991,0.11866842294336,71.8476829122261,107.771524368339,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","McDuffie",1466,3909,0.375031977487849,46,61,8,41.800195067577,21531,38.4,42768,19.9,5.6,146,39,0.0727787840787701,2.6,0.262273001718452,17.8,13.7,85,0.411592587432075,0.0321397055408481,0.00520180205285402,0.138033533045376,0.313176350378524,0.252333844224606,0.586102719033,1.466,0.0680878732989643,213.645441456505,283.3124332358,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","McIntosh",1287,2989,0.430578788892606,15,31,9,41.8410041841004,14340,44.4,42513,21.5,4,179,25.7,0.102440725244073,2.39,0.150836820083682,13.7,15.6,33.8,0.335774058577406,0.0220362622036262,0.00446304044630404,0.172803347280335,0.353138075313808,0.212900976290098,0.590870524351,1.287,0.0897489539748954,104.602510460251,216.178521617852,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Meriwether",3451,5937,0.581270001684352,37,48,5,66.4514904119992,21068,41,38886,24.4,5,174,16.7,0.062084678184925,2.55,0.225175621796089,20.9,11.5,43.9,0.38745965445225,0.0215018036833112,0.00588570343649136,0.164562369470287,0.326039491171445,0.248576039491171,0.568129833351,3.451,0.163802923865578,175.621796088855,227.833681412569,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Miller",714,1201,0.594504579517069,32,9,0,17.5870559268378,5686,41.7,42483,22.4,3.7,168,0,0.0555750967288076,2.46,0.272775237425255,17.7,12.3,21.7,0.276996130847696,0.0263805838902568,0.00562785789658811,0.197502638058389,0.311115019345762,0.232852620471333,0.743307086614,0.714,0.125571579317622,562.785789658811,158.283503341541,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Mitchell",2393,4582,0.52226102138804,19,42,3,49.5674116798846,22192,37.1,36788,29.3,5.4,177,45.5,0.0622746935832732,2.65,0.274648521989906,25.3,11.1,45.9,0.47683850036049,0.0459174477289113,0.00901225666906993,0.139104181687094,0.289698990627253,0.227649603460707,0.543718976709,2.393,0.107831651045422,85.6164383561644,189.257390050469,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Monroe",3852,6313,0.610169491525424,41,109,5,50.8720930232558,27520,41.3,59362,13,3.7,143,19.8,0.070421511627907,2.61,0.119186046511628,15,26.3,66.8,0.225327034883721,0.0244549418604651,0.0103197674418605,0.133321220930233,0.342986918604651,0.236300872093023,0.695936883629,3.852,0.139970930232558,148.982558139535,396.075581395349,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Montgomery",1371,2040,0.672058823529412,27,14,-11,76.1448928532579,9193,37,41834,22.1,5.7,183,1.3,0.0526487544871098,2.55,0.158272598716415,18.3,14.1,38.1,0.247470901773088,0.0677689546393995,0.00641792668334602,0.127597084738388,0.30447079299467,0.233873599477864,0.749438202247,1.371,0.149135211574024,293.701729576852,152.289785706516,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Morgan",2416,4415,0.54722536806342,37,65,17,37.1293693311409,18853,41.3,57978,12.7,3.6,149,24.6,0.0725083541080995,2.66,0.14538800190951,13.5,20.8,51.4,0.219964992308916,0.0333633904418395,0.0068424123481674,0.147138386463693,0.333952156155519,0.235188033734684,0.695177530472,2.416,0.128149366148624,196.255237893174,344.772715217737,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Murray",4473,6535,0.684468247895945,138,453,-6,17.5346308960196,39921,36.2,46810,15.2,5.3,213,29.9,0.0481200370732196,2.8,0.187770847423662,30.7,9.4,115,0.00756494075799704,0.15595801708374,0.00581147766839508,0.107362040029057,0.329751258736004,0.268204704290975,0.83239413943,4.473,0.112046291425565,345.682723378673,1134.74111369956,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Muscogee",13463,37813,0.356041573003993,179,397,37,12.8759785743717,194160,33.5,46628,20.1,5.1,145,97,0.126874742480429,2.47,0.215430572723527,12.7,26.2,877.5,0.464220230737536,0.0766790276060981,0.0279460238978162,0.11373094355171,0.285408941079522,0.304578697981047,0.39375,13.463,0.0693397198187062,92.192006592501,204.470539761022,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Newton",17962,33451,0.536964515261128,166,386,-14,20.0838042376827,109541,34.7,56598,14.8,4.5,160,68.8,0.0618581170520627,2.85,0.185117901059877,14.2,19.6,367.3,0.455464164102939,0.0593202545165737,0.0118220574944541,0.0897380889347368,0.324408212450133,0.276042760245022,0.477470482107,17.962,0.163975132598753,151.541431975242,352.379474352069,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Oconee",3521,9286,0.379172948524661,95,147,13,30.5561214096557,39272,39.1,99497,5.7,3,110,49.7,0.0480240374821756,2.81,0.0379150539824812,5.5,51.1,178,0.0502393562843756,0.0508759421470768,0.0415817885516398,0.0911081686697902,0.347270319820737,0.237166429007945,0.677088807147,3.521,0.0896567529028315,241.902627826441,374.312487268283,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Oglethorpe",1508,3350,0.450149253731343,50,57,14,19.9282582702272,15054,40.1,51105,13.8,3.7,203,0.7,0.0648332669058058,2.61,0.116646738408396,20.6,16.9,33.9,0.167463796997476,0.0503520658961073,0.0103626943005181,0.140427793277534,0.341703201806829,0.256343828882689,0.695037593985,1.508,0.100172711571675,332.13763783712,378.636907134316,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Paulding",13900,34285,0.405425113023188,286,842,66,11.5822584184731,164044,33.8,73309,7.8,3.4,137,79.9,0.0498463826778181,2.94,0.0924386140303821,9.9,24.1,455.9,0.200062178439931,0.0670064129136085,0.012240618370681,0.0623003584404184,0.342962863621955,0.292214283972593,0.691103852882,13.9,0.0847333642193558,174.343468825437,513.27692570286,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Peach",1824,4387,0.415773877364942,68,103,10,25.6438436458219,27297,33.3,46525,24,5.1,163,61.8,0.083745466534784,2.58,0.190167417664945,16,19.4,184.3,0.43993845477525,0.0783236253068103,0.0116496318276734,0.115910173279115,0.308495439059237,0.276916877312525,0.505187400692,1.824,0.0668205297285416,249.111623987984,377.330842217093,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Pickens",6782,9721,0.69766484929534,136,127,20,37.5234521575985,31980,42.1,65062,11,3.5,160,26.9,0.0823639774859287,2.57,0.117354596622889,15.1,23.7,126.8,0.0103189493433396,0.0305190744215134,0.0066916823014384,0.150250156347717,0.342526579111945,0.234646654158849,0.833285652982,6.782,0.212070043777361,425.26579111945,397.123202001251,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Pierce",1344,2641,0.508898144642181,108,36,32,41.2605085357677,19389,38.4,44389,18.1,3.8,172,20.6,0.0685955954407138,2.63,0.180566300479653,16.3,11.9,59.3,0.0847387694053329,0.0505956985919851,0.00660168136572283,0.135695497447006,0.320800453865594,0.258032905255557,0.863505550226,1.344,0.0693176543400897,557.016865232864,185.672288410955,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Pike",2658,4120,0.645145631067961,59,107,9,42.932274337233,18634,38.5,66901,10.6,3.6,139,1,0.0762584522915101,2.84,0.114360845765804,13,15.9,82.7,0.0913920789953848,0.0158849415047762,0.00472255017709563,0.117849093055705,0.346570784587313,0.254964044220243,0.838386167147,2.658,0.142642481485457,316.625523237093,574.219169260492,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Polk",3535,6354,0.556342461441612,208,317,-44,16.4822227454674,42470,36.2,43679,21.8,4.2,188,48.6,0.0618083352955027,2.72,0.231222039086414,20.9,12.2,133.7,0.122957381681187,0.136566988462444,0.0073934542029668,0.13032728985166,0.303908641393925,0.275676948434189,0.777369684984,3.535,0.0832352248646103,489.757475865317,746.409230044737,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Pulaski",512,1171,0.437233134073441,37,29,3,9.03423976872346,11069,41.1,40582,23.9,4.3,156,33.3,0.0706477549914175,2.4,0.163068027825458,19.6,12.4,48.2,0.312404011202457,0.0347818231095853,0.0111121149155299,0.170024392447376,0.297316830788689,0.195952660583612,0.677042801556,0.512,0.0462553076158641,334.266871442768,261.99295329298,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Putnam",2053,5325,0.385539906103286,58,46,4,22.9263148241552,21809,43.5,51205,16.1,5,190,19.1,0.0822137649594204,2.45,0.1696088770691,14.6,22.2,61.6,0.261405841625017,0.064422944655876,0.00641936815076345,0.176303360997753,0.329726259801,0.224540327387776,0.690912946665,2.053,0.0941354486679811,265.9452519602,210.922096382228,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Quitman",330,556,0.593525179856115,14,6,-4,87.7577885037297,2279,46.4,33908,25.5,5.5,193,26.9,0.0807371654234313,2.39,0.291355857832383,32.4,9.1,16.6,0.469942957437473,0.0171127687582273,0.00263273365511189,0.243089074155331,0.329969284774024,0.179025888547609,0.550766283525,0.33,0.144800351031154,614.304519526108,263.273365511189,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Rabun",1434,4018,0.356893977103036,26,85,2,5.92873658623347,16867,45.8,44213,14.2,4,220,20.7,0.0861445425979724,2.34,0.11300171933361,15.8,24.8,44,0.0128653583921266,0.082350151182783,0.0107903005869449,0.205074998517816,0.329934191023893,0.210648010908875,0.79091709649,1.434,0.085018082646588,154.14715124207,503.942609829845,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Randolph",732,1412,0.518413597733711,4,5,2,87.8091614225084,6833,42.8,28298,30.8,5.9,164,49.4,0.0581003951412264,2.33,0.325771988877506,24.2,11.7,18,0.610566369091175,0.0234157763793356,0.0052685496853505,0.201375676862286,0.303234304112396,0.215864188497,0.438687392055,0.732,0.10712717693546,58.5394409483389,73.1743011854237,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Richmond",21043,48946,0.429922772034487,411,964,21,33.737856852258,201554,33.2,40168,21.9,5.1,160,90.8,0.118290879863461,2.47,0.239161713486212,16.6,21.3,618.4,0.560048423747482,0.0501850620677337,0.0181291366085516,0.112684441886542,0.281150460918662,0.298267461821646,0.326088696766,21.043,0.104403782609127,203.915575974677,478.283735376127,231.494442450788,416.646267993412,0.0937936541509914
"Georgia","Rockdale",6234,18783,0.331895863280626,159,295,9,17.6612137669161,90594,36.9,59673,13.2,4.4,163,85.1,0.0710753471532331,2.81,0.175453120515707,11.8,26.5,656.6,0.554087467161181,0.10403558734574,0.0186215422654922,0.100072852506789,0.339525796410358,0.264035145815396,0.358163292453,6.234,0.068812504139347,175.508311808729,325.628628827516,231.494442450788,416.646267993412,0.0937936541509914
